name,city,state,profile_url,services_offered
S M A Y & COMPANY,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2719/2,"Audit Book-keeping Charities, Trust and Not For Profit Direct Taxes Goods and Services Tax Indirect Tax International Tax Startup advisory"
CHAUDHRY & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/426/2,FEMA International Tax
JAIKUMAR TEJWANI & CO LLP,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2367/2,Business Advisory Certification Corporate Laws and LLP Direct Tax FEMA International Tax Payroll Services Startup advisory
S R A T & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/4425/2,Audit Direct Taxes Goods and Services Tax ICFR audit Internal Controls International Tax
LUNAWAT & CO,Delhi,Delhi,https://caconnect.icai.org/firmProfile/918/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory Startup advisory Valuation"
SUSHIL SINGH & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2855/2,Direct Taxes Goods and Services Tax International Tax Startup advisory
K N A ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1778/2,"Audit Business Advisory Charities, Trust and Not For Profit Direct Tax FEMA Goods and Service Tax International Tax Payroll Services"
M N R S & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2451/2,Audit Certification Direct Tax FEMA Forensic Accounting & Investigation International Tax
KRISHAN KARAN & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1015/2,Audit Certification Direct Tax International Tax
R TALWAR & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/511/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory"
HARSH BANSAL & CO,Delhi,Delhi,https://caconnect.icai.org/firmProfile/4105/2,Direct Taxes International Tax
P R P A & COMPANY LLP,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2522/2,"Audit Book-keeping Business Advisory Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax"
O P BAGLA & CO LLP,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1676/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Payroll Services Startup advisory Valuation"
R S P H & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2102/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
P V A R & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1040/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax MSME Advisory RERA Startup advisory"
LALIT RAKESH & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/919/2,Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Indirect Tax International Tax
Satish Singh & Co,Delhi,Delhi,https://caconnect.icai.org/firmProfile/4144/2,Goods and Services Tax International Tax
MUKESH KOHLI & CO,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1849/2,Direct Tax International Tax
SADRE ALAM & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/304/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Payroll Services"
V M C A & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1099/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
R S M V & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2048/2,Audit Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax Startup advisory
GUPTA GOEL & COMPANY,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2208/2,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax International Tax
DEEPAK GULATI & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/229/2,"Arbitration Audit Book-keeping Business Advisory Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Startup advisory Valuation"
V KUMAR & S KUMAR,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1540/2,Audit Business Advisory International Tax MSME Advisory
MOHIT VIJAY AND ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/4270/2,International Tax MSME Advisory Startup advisory Valuation
D R R & CO,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2991/2,FEMA International Tax
P B N A & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/596/2,Audit Book-keeping Business Advisory Goods and Service Tax Inbound / Outbound Services International Tax Payroll Services Startup advisory Valuation
GUPTA ANKIT & CO,Delhi,Delhi,https://caconnect.icai.org/firmProfile/3039/2,"Audit Book-keeping Charities, Trust and Not For Profit FEMA Forensic Accounting & Investigation Goods and Services Tax Insolvency International Tax"
CA. KEYUR PANKAJ  PAREKH,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/2426/1,Audit International Tax
CA. ASHISH NARENDRABHAI  BODA,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/423/1,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. VISHALKUMAR UMESHBHAI  PALA,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/447/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory"
CA. SATISH PARMANANDBHAI  JETHVANI,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/633/1,Direct Tax International Tax
CA. HARDIK SHIVKUMAR  MEHTA,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/4618/1,Direct Taxes International Tax
CA. KAPIL RAJKUMAR  TALREJA,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/4640/1,FEMA International Tax
CA. PARIN HARESHBHAI  PATWARI,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/2913/1,International Tax Startup advisory
CA. AVINASH ASHOK  BHATIA,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/3642/1,FEMA International Tax
CA. AKSHAY PRAKASHCHANDRA  DAVE,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/813/1,Direct Tax International Tax
CA. DEEPA  MANDHYAN,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/3188/1,Cloud Accounting International Tax
CA. JAGDISHKUMAR MOHANBHAI  PATEL,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/336/1,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. CHINTANKUMAR PRAVINCHANDRA  SHAH,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/920/1,Corporate Laws and LLP International Tax
CA. JIGNESH UPENDRABHAI  OZA,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/196/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax Payroll Services RERA Valuation"
CA. MANISH NAMDEV  HARCHANDANI,Ahmedabad,Gujarat,https://caconnect.icai.org/memberProfile/2108/1,Direct Tax International Tax
SURANA MALOO & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/2079/2,Arbitration Audit Business Advisory Certification Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax International Tax Investment Advisory MSME Advisory Startup advisory
PRASHANT SRIVASTAV & ASSOCIATES,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/2374/2,International Tax Valuation
J S MAHESHWARI & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/3598/2,"Audit Book-keeping Charities, Trust and Not For Profit Cloud Accounting Direct Taxes Goods and Services Tax Indirect Tax International Tax MSME Advisory RERA"
M R N P & CO LLP,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/1724/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory
KAPIL M SHARMA & ASSOCIATES,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/201/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax MSME Advisory RERA Startup advisory"
V R C A & ASSOCIATES,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/3585/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Direct Taxes Forensic Accounting & Investigation Goods and Services Tax Indirect Tax International Tax RERA Others"
SAKARIYA & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/636/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation
RAVI KARIYA & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/1195/2,Cloud Accounting Corporate Laws and LLP FEMA International Tax
MANUBHAI & SHAH LLP,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/678/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax MSME Advisory Payroll Services RERA Startup advisory Valuation"
S A M A S & ASSOCIATES,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/1998/2,Direct Tax International Tax
V C A N & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/1244/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
VIJAY MOONDRA & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/2189/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Startup advisory"
M K AGRAWAL & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/381/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Direct Tax Foreign Trade Indirect Tax International Tax Investment Advisory MSME Advisory Startup advisory"
PARESH DESAI & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/119/2,"Audit Book-keeping Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax International Tax Startup advisory"
TEJAS CHOKSHI & ASSOCIATES,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/4258/2,Business Advisory Financial Advisory Information Technology Services International Tax
AMAN & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/2521/2,Audit Book-keeping Certification Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax Valuation
V M A N & ASSOCIATES,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/1184/2,"Audit Book-keeping Charities, Trust and Not For Profit Direct Tax FEMA Goods and Service Tax International Tax RERA"
DHANANI & JAIN,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/307/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
DHARMESH PARIKH & CO LLP,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/1398/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Direct Tax FEMA Goods and Service Tax International Tax"
KEVIN SONI & COMPANY,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/486/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax MSME Advisory Payroll Services RERA Startup advisory"
V C A & ASSOCIATES,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/3580/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Direct Taxes FEMA Forensic Accounting & Investigation Goods and Services Tax Insolvency International Tax Investment Advisory MSME Advisory RERA Others"
C N K KHANDWALA & ASSOCIATES,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/117/2,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax
PARAG SONI & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/460/2,Information Technology Services International Tax
PRANAV JOSHI & ASSOCIATES,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/1241/2,Business Advisory International Tax
SHAILESH SHAH & ASSOCIATES,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/2760/2,Business Advisory International Tax
DHIREN SHAH & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/2372/2,Audit Direct Tax Indirect Tax International Tax
R R TIBREWALA & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/1142/2,Arbitration Audit Business Advisory Certification Direct Tax Forensic Accounting & Investigation International Tax Valuation
JAIN & DESAI,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/12/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
J BELADIYA AND ASSOCIATES,Bhavnagar,Gujarat,https://caconnect.icai.org/firmProfile/548/2,Audit Book-keeping Certification Direct Tax Goods and Service Tax Indirect Tax International Tax RERA
M D MANANI & CO,Bhuj,Gujarat,https://caconnect.icai.org/firmProfile/4352/2,FEMA International Tax
M R N P & CO LLP,Bhuj,Gujarat,https://caconnect.icai.org/firmProfile/1724/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory
R K VAGJIYANI & CO,Bhuj,Gujarat,https://caconnect.icai.org/firmProfile/567/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory RERA Startup advisory"
M K AGRAWAL & CO,Deesa,Gujarat,https://caconnect.icai.org/firmProfile/381/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Direct Tax Foreign Trade Indirect Tax International Tax Investment Advisory MSME Advisory Startup advisory"
CA. AMIT VIJAYKUMAR  POBARI,Gandhinagar,Gujarat,https://caconnect.icai.org/memberProfile/249/1,Audit Book-keeping Business Advisory Direct Tax Goods and Service Tax Information Technology Services International Tax Payroll Services
BRIJESH THAKAR & ASSOCIATES,Gandhinagar,Gujarat,https://caconnect.icai.org/firmProfile/3253/2,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP Direct Taxes FEMA Goods and Services Tax International Tax MSME Advisory
CA. OBEDULLAH SIDDIK  KOTAL,Junagadh,Gujarat,https://caconnect.icai.org/memberProfile/87/1,Audit Business Advisory Direct Tax Goods and Service Tax Indirect Tax International Tax
S S SINGHVI & ASSOCIATES,Navsari,Gujarat,https://caconnect.icai.org/firmProfile/2369/2,Audit Business Advisory Certification Cloud Accounting Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Payroll Services Startup advisory Valuation
M K AGRAWAL & CO,Palanpur,Gujarat,https://caconnect.icai.org/firmProfile/381/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Direct Tax Foreign Trade Indirect Tax International Tax Investment Advisory MSME Advisory Startup advisory"
M K AGRAWAL & CO,Patan,Gujarat,https://caconnect.icai.org/firmProfile/381/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Direct Tax Foreign Trade Indirect Tax International Tax Investment Advisory MSME Advisory Startup advisory"
CA. CHIRAG MAHESHKUMAR  VADHER,Rajkot,Gujarat,https://caconnect.icai.org/memberProfile/3206/1,Direct Taxes International Tax
J B LIMBASIYA & CO,Rajkot,Gujarat,https://caconnect.icai.org/firmProfile/220/2,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax International Tax Investment Advisory RERA Startup advisory
SAVALIYA BHATT & ASSOCIATES,Rajkot,Gujarat,https://caconnect.icai.org/firmProfile/115/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory RERA Startup advisory"
CA. ANITA BHANWARSINGHJI  CHUNDAWAT,Surat,Gujarat,https://caconnect.icai.org/memberProfile/326/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax Investment Advisory RERA Startup advisory"
CA. MILAN RAMESHBHAI  VEKARIYA,Surat,Gujarat,https://caconnect.icai.org/memberProfile/2102/1,Audit International Tax
CA. JAYRAJKUMAR PRADIPBHAI  DHAKAN,Surat,Gujarat,https://caconnect.icai.org/memberProfile/4769/1,Direct Taxes International Tax
CA. RAVI DASHRATHBHAI  PATEL,Surat,Gujarat,https://caconnect.icai.org/memberProfile/443/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax RERA"
JAIN & DESAI,Surat,Gujarat,https://caconnect.icai.org/firmProfile/12/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
S S SINGHVI & ASSOCIATES,Surat,Gujarat,https://caconnect.icai.org/firmProfile/2369/2,Audit Business Advisory Certification Cloud Accounting Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Payroll Services Startup advisory Valuation
C Y S & CO,Surat,Gujarat,https://caconnect.icai.org/firmProfile/185/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax"
DHANANI & JAIN,Surat,Gujarat,https://caconnect.icai.org/firmProfile/307/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M R N P & CO LLP,Surat,Gujarat,https://caconnect.icai.org/firmProfile/1724/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory
G T S & CO,Surat,Gujarat,https://caconnect.icai.org/firmProfile/1965/2,Audit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services International Tax
H I JHAVERI & CO,Surat,Gujarat,https://caconnect.icai.org/firmProfile/492/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax Investment Advisory"
B R A H M & ASSOCIATES,Surat,Gujarat,https://caconnect.icai.org/firmProfile/472/2,Audit Book-keeping Certification Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Indirect Tax International Tax Startup advisory
AMBALAL M SHAH & CO,Surat,Gujarat,https://caconnect.icai.org/firmProfile/1216/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax Information Technology Services International Tax RERA Startup advisory"
A M VIRADIYA & ASSOCIATES,Surat,Gujarat,https://caconnect.icai.org/firmProfile/550/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax MSME Advisory RERA Valuation"
CA. OBEDULLAH SIDDIK  KOTAL,Una,Gujarat,https://caconnect.icai.org/memberProfile/87/1,Audit Business Advisory Direct Tax Goods and Service Tax Indirect Tax International Tax
CA. RAMGOPAL REVATSINGH MANSINGH  RAJPUROHIT,Vadodara,Gujarat,https://caconnect.icai.org/memberProfile/2767/1,Audit International Tax
CA. MADHVI BIPINBHAI  DESAI,Vadodara,Gujarat,https://caconnect.icai.org/memberProfile/2463/1,Direct Tax International Tax
N L BRAHMKHATRI & CO,Vadodara,Gujarat,https://caconnect.icai.org/firmProfile/3983/2,Direct Taxes International Tax
AMAN & CO,Vadodara,Gujarat,https://caconnect.icai.org/firmProfile/2521/2,Audit Book-keeping Certification Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax Valuation
M R N P & CO LLP,Vadodara,Gujarat,https://caconnect.icai.org/firmProfile/1724/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory
Y M SHAH & CO,Vadodara,Gujarat,https://caconnect.icai.org/firmProfile/142/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory RERA Startup advisory Valuation"
JIGITA & CO,Vadodara,Gujarat,https://caconnect.icai.org/firmProfile/2384/2,Direct Tax International Tax
DHANANI & JAIN,Vadodara,Gujarat,https://caconnect.icai.org/firmProfile/307/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
AMBALAL M SHAH & CO,Vadodara,Gujarat,https://caconnect.icai.org/firmProfile/1216/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax Information Technology Services International Tax RERA Startup advisory"
S S SINGHVI & ASSOCIATES,Valsad,Gujarat,https://caconnect.icai.org/firmProfile/2369/2,Audit Business Advisory Certification Cloud Accounting Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Payroll Services Startup advisory Valuation
V M A N & ASSOCIATES,Vapi,Gujarat,https://caconnect.icai.org/firmProfile/1184/2,"Audit Book-keeping Charities, Trust and Not For Profit Direct Tax FEMA Goods and Service Tax International Tax RERA"
S S SINGHVI & ASSOCIATES,Vapi,Gujarat,https://caconnect.icai.org/firmProfile/2369/2,Audit Business Advisory Certification Cloud Accounting Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Payroll Services Startup advisory Valuation
SHAIKH KADIR & CO,Vyara,Gujarat,https://caconnect.icai.org/firmProfile/396/2,"Audit Book-keeping Certification Charities, Trust and Not For Profit Direct Tax Goods and Service Tax Indirect Tax International Tax RERA"
ASHWANI KUMAR SHARMA AND ASSOCIATES,Bahadurgarh,Haryana,https://caconnect.icai.org/firmProfile/251/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services"
CA. KAUSHIK PUSHKAR RAJ,Faridabad,Haryana,https://caconnect.icai.org/memberProfile/2947/1,Direct Taxes International Tax
CA. RICHA,Faridabad,Haryana,https://caconnect.icai.org/memberProfile/4075/1,"Charities, Trust and Not For Profit International Tax"
S H M M & CO,Faridabad,Haryana,https://caconnect.icai.org/firmProfile/411/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Insolvency International Tax MSME Advisory Payroll Services RERA Startup advisory Valuation"
C A A N & ASSOCIATES,Faridabad,Haryana,https://caconnect.icai.org/firmProfile/3645/2,Forensic Accounting & Investigation Insolvency International Tax Valuation
J J S G & CO,Faridabad,Haryana,https://caconnect.icai.org/firmProfile/554/2,"Audit Charities, Trust and Not For Profit Forensic Accounting & Investigation Goods and Service Tax International Tax MSME Advisory Startup advisory Valuation"
CA. RAKESH KUMAR  SINGH,Gurugram,Haryana,https://caconnect.icai.org/memberProfile/3909/1,Direct Taxes International Tax
CA. PIYUSH KUMAR  GOYAL,Gurugram,Haryana,https://caconnect.icai.org/memberProfile/4839/1,Direct Taxes International Tax
ASHOK KUMAR GOYAL & CO,Gurugram,Haryana,https://caconnect.icai.org/firmProfile/3767/2,Audit Book-keeping Business Advisory Certification Direct Taxes International Tax
