name,city,state,profile_url,services_offered
M R N P & CO LLP,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/1724/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory
M K AGRAWAL & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/381/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Direct Tax Foreign Trade Indirect Tax International Tax Investment Advisory MSME Advisory Startup advisory"
V C A N & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/1244/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
R S HINDOCHA & CO,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/2483/2,Foreign Trade Indirect Tax
KAPIL M SHARMA & ASSOCIATES,Ahmedabad,Gujarat,https://caconnect.icai.org/firmProfile/201/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax MSME Advisory RERA Startup advisory"
CA. ANANDKUMAR DINESHBHAI  THAKOR,Anand,Gujarat,https://caconnect.icai.org/memberProfile/485/1,Audit Business Advisory Certification Cloud Accounting Foreign Trade Investment Advisory MSME Advisory
M R N P & CO LLP,Bhuj,Gujarat,https://caconnect.icai.org/firmProfile/1724/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory
M K AGRAWAL & CO,Deesa,Gujarat,https://caconnect.icai.org/firmProfile/381/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Direct Tax Foreign Trade Indirect Tax International Tax Investment Advisory MSME Advisory Startup advisory"
M K AGRAWAL & CO,Palanpur,Gujarat,https://caconnect.icai.org/firmProfile/381/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Direct Tax Foreign Trade Indirect Tax International Tax Investment Advisory MSME Advisory Startup advisory"
M K AGRAWAL & CO,Patan,Gujarat,https://caconnect.icai.org/firmProfile/381/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Direct Tax Foreign Trade Indirect Tax International Tax Investment Advisory MSME Advisory Startup advisory"
H B KALARIA & ASSOCIATES,Rajkot,Gujarat,https://caconnect.icai.org/firmProfile/1166/2,Audit Business Advisory Certification Foreign Trade
SAVALIYA BHATT & ASSOCIATES,Rajkot,Gujarat,https://caconnect.icai.org/firmProfile/115/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory RERA Startup advisory"
C Y S & CO,Surat,Gujarat,https://caconnect.icai.org/firmProfile/185/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax"
JAIN & DESAI,Surat,Gujarat,https://caconnect.icai.org/firmProfile/12/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
DHANANI & JAIN,Surat,Gujarat,https://caconnect.icai.org/firmProfile/307/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M R N P & CO LLP,Surat,Gujarat,https://caconnect.icai.org/firmProfile/1724/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory
M R N P & CO LLP,Vadodara,Gujarat,https://caconnect.icai.org/firmProfile/1724/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory
Y M SHAH & CO,Vadodara,Gujarat,https://caconnect.icai.org/firmProfile/142/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory RERA Startup advisory Valuation"
DHANANI & JAIN,Vadodara,Gujarat,https://caconnect.icai.org/firmProfile/307/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
S H M M & CO,Faridabad,Haryana,https://caconnect.icai.org/firmProfile/411/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Insolvency International Tax MSME Advisory Payroll Services RERA Startup advisory Valuation"
VINITA JINDAL & CO,Faridabad,Haryana,https://caconnect.icai.org/firmProfile/2810/2,Foreign Trade Goods and Services Tax
T N D & ASSOCIATES,Ara,Jharkhand,https://caconnect.icai.org/firmProfile/629/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory Valuation
T N D & ASSOCIATES,Deoghar,Jharkhand,https://caconnect.icai.org/firmProfile/629/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory Valuation
T N D & ASSOCIATES,Jamtara,Jharkhand,https://caconnect.icai.org/firmProfile/629/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory Valuation
M Y RAMESHA & CO,Arasikere,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. DASH PINAKI DUTTA,Bangalore,Karnataka,https://caconnect.icai.org/memberProfile/470/1,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory
CA. SANGMESH PRABHU RAO YELSHATTI,Bangalore,Karnataka,https://caconnect.icai.org/memberProfile/301/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax MSME Advisory Payroll Services RERA Startup advisory"
MAHESH V & ASSOCIATES,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/317/2,"Audit Book-keeping Certification Charities, Trust and Not For Profit Cloud Accounting Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax MSME Advisory Payroll Services Startup advisory Valuation"
C S N V & ASSOCIATES,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/660/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Information Technology Services Insolvency International Tax MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
VISHNU DAYA & CO LLP,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/3301/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Taxes FEMA Foreign Trade Forensic Accounting & Investigation Goods and Services Tax Indirect Tax Information Technology Services International Tax Payroll Services RERA Startup advisory Valuation Others"
S V R Y & CO,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/372/2,Audit Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Startup advisory Valuation
B K AGARWAL & CO,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/1554/2,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP FEMA Foreign Trade Goods and Services Tax Indirect Tax International Tax Payroll Services RERA Startup advisory Valuation
P K RUNGTA & CO,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/158/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
ELANGOVAN AND ASSOCIATES LLP,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/144/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax MSME Advisory Payroll Services Startup advisory"
R A S P AND ASSOCIATES LLP,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/1342/2,Book-keeping Certification Cloud Accounting Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services RERA
BHUVANESWARI & ASSOCIATES,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/2376/2,Foreign Trade Indirect Tax
M Y RAMESHA & CO,Bellary,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
