name,location,service,state,city,profile_url,services_offered
CA. SANJU RUNWAL,"Professional City:
                                            Vijayapura, VIJAYAPURA, KARNATAKA,   INDIA, INDIA",Foreign Trade,Karnataka,Vijayapura,https://caconnect.icai.org/memberProfile/562/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,"Professional City:
                                            Arasikere
                                            Bangalore
                                            Bellary
                                            Chikmagalur
                                            Chitradurga
                                            Davanagere
                                            Delhi
                                            Dharwad
                                            Erode
                                            Gadag
                                            Gulbarga
                                            Gundlupet
                                            Hassan
                                            Karwar
                                            Kasaragod
                                            Kolar
                                            Maddur
                                            Madhugiri
                                            Madikeri
                                            Madurai
                                            Magadi
                                            Malavalli
                                            Malur
                                            Mandya
                                            Mangalore
                                            Mysore, MYSURU, KARNATAKA,   INDIA, INDIA",Foreign Trade,Karnataka,Chikmagalur,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,"Professional City:
                                            Arasikere
                                            Bangalore
                                            Bellary
                                            Chikmagalur
                                            Chitradurga
                                            Davanagere
                                            Delhi
                                            Dharwad
                                            Erode
                                            Gadag
                                            Gulbarga
                                            Gundlupet
                                            Hassan
                                            Karwar
                                            Kasaragod
                                            Kolar
                                            Maddur
                                            Madhugiri
                                            Madikeri
                                            Madurai
                                            Magadi
                                            Malavalli
                                            Malur
                                            Mandya
                                            Mangalore
                                            Mysore, MYSURU, KARNATAKA,   INDIA, INDIA",Foreign Trade,Karnataka,Davanagere,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,"Professional City:
                                            Arasikere
                                            Bangalore
                                            Bellary
                                            Chikmagalur
                                            Chitradurga
                                            Davanagere
                                            Delhi
                                            Dharwad
                                            Erode
                                            Gadag
                                            Gulbarga
                                            Gundlupet
                                            Hassan
                                            Karwar
                                            Kasaragod
                                            Kolar
                                            Maddur
                                            Madhugiri
                                            Madikeri
                                            Madurai
                                            Magadi
                                            Malavalli
                                            Malur
                                            Mandya
                                            Mangalore
                                            Mysore, MYSURU, KARNATAKA,   INDIA, INDIA",Foreign Trade,Karnataka,Dharwad,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,"Professional City:
                                            Arasikere
                                            Bangalore
                                            Bellary
                                            Chikmagalur
                                            Chitradurga
                                            Davanagere
                                            Delhi
                                            Dharwad
                                            Erode
                                            Gadag
                                            Gulbarga
                                            Gundlupet
                                            Hassan
                                            Karwar
                                            Kasaragod
                                            Kolar
                                            Maddur
                                            Madhugiri
                                            Madikeri
                                            Madurai
                                            Magadi
                                            Malavalli
                                            Malur
                                            Mandya
                                            Mangalore
                                            Mysore, MYSURU, KARNATAKA,   INDIA, INDIA",Foreign Trade,Karnataka,Gadag,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
SREEJITH AND COMPANY,"Professional City:
                                            Chengannur, ARANMULA P O, KERALA,   INDIA, INDIA",Foreign Trade,Kerala,Chengannur,https://caconnect.icai.org/firmProfile/564/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory"
VISHNU RAJENDRAN & CO,"Professional City:
                                            ERNAKULAM
                                            ERUMELY
                                            ETTUMANOOR
                                            Kannur
                                            Kochi
                                            Kollam
                                            KOTTARAKARA
                                            Kottayam
                                            Kozhikode
                                            Thiruvananthapuram, KOCHI, KERALA,   INDIA, INDIA",Foreign Trade,Kerala,Kannur,https://caconnect.icai.org/firmProfile/1290/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
CA. MOHAMED HAFIZ  K S,"Professional City:
                                            Kochi, KOCHI, KERALA,   INDIA, INDIA",Foreign Trade,Kerala,Kochi,https://caconnect.icai.org/memberProfile/4129/1,Audit Foreign Trade
R MANOJ KUMAR & CO,"Professional City:
                                            Kochi, KOCHI, KERALA,   INDIA, INDIA",Foreign Trade,Kerala,Kochi,https://caconnect.icai.org/firmProfile/784/2,Audit Certification Corporate Laws and LLP Direct Tax Foreign Trade Goods and Service Tax
VISHNU RAJENDRAN & CO,"Professional City:
                                            ERNAKULAM
                                            ERUMELY
                                            ETTUMANOOR
                                            Kannur
                                            Kochi
                                            Kollam
                                            KOTTARAKARA
                                            Kottayam
                                            Kozhikode
                                            Thiruvananthapuram, KOCHI, KERALA,   INDIA, INDIA",Foreign Trade,Kerala,Kochi,https://caconnect.icai.org/firmProfile/1290/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
VISHNU RAJENDRAN & CO,"Professional City:
                                            ERNAKULAM
                                            ERUMELY
                                            ETTUMANOOR
                                            Kannur
                                            Kochi
                                            Kollam
                                            KOTTARAKARA
                                            Kottayam
                                            Kozhikode
                                            Thiruvananthapuram, KOCHI, KERALA,   INDIA, INDIA",Foreign Trade,Kerala,Kollam,https://caconnect.icai.org/firmProfile/1290/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
SOORAJ S AND ASSOCIATES,"Professional City:
                                            Kollam, KOTTARAKARA, KERALA,   INDIA, INDIA",Foreign Trade,Kerala,Kollam,https://caconnect.icai.org/firmProfile/179/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Foreign Trade Goods and Service Tax Indirect Tax MSME Advisory Payroll Services Startup advisory"
VISHNU RAJENDRAN & CO,"Professional City:
                                            ERNAKULAM
                                            ERUMELY
                                            ETTUMANOOR
                                            Kannur
                                            Kochi
                                            Kollam
                                            KOTTARAKARA
                                            Kottayam
                                            Kozhikode
                                            Thiruvananthapuram, KOCHI, KERALA,   INDIA, INDIA",Foreign Trade,Kerala,Kottayam,https://caconnect.icai.org/firmProfile/1290/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
VISHNU RAJENDRAN & CO,"Professional City:
                                            ERNAKULAM
                                            ERUMELY
                                            ETTUMANOOR
                                            Kannur
                                            Kochi
                                            Kollam
                                            KOTTARAKARA
                                            Kottayam
                                            Kozhikode
                                            Thiruvananthapuram, KOCHI, KERALA,   INDIA, INDIA",Foreign Trade,Kerala,Kozhikode,https://caconnect.icai.org/firmProfile/1290/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
VISHNU RAJENDRAN & CO,"Professional City:
                                            ERNAKULAM
                                            ERUMELY
                                            ETTUMANOOR
                                            Kannur
                                            Kochi
                                            Kollam
                                            KOTTARAKARA
                                            Kottayam
                                            Kozhikode
                                            Thiruvananthapuram, KOCHI, KERALA,   INDIA, INDIA",Foreign Trade,Kerala,Thiruvananthapuram,https://caconnect.icai.org/firmProfile/1290/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
CA. CA MARIYA  KHARODAWALA,"Professional City:
                                            Indore, INDORE, MADHYA PRADESH,   INDIA, INDIA",Foreign Trade,Madhya Pradesh,Indore,https://caconnect.icai.org/memberProfile/573/1,Audit Foreign Trade
S P A R K & ASSOCIATES CHARTERED ACCOUNTANTS LLP,"Professional City:
                                            Indore, INDORE, MADHYA PRADESH,   INDIA, INDIA",Foreign Trade,Madhya Pradesh,Indore,https://caconnect.icai.org/firmProfile/1174/2,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation
R AGRAWAL & CO,"Professional City:
                                            Indore, SAGAR, MADHYA PRADESH,   INDIA, INDIA",Foreign Trade,Madhya Pradesh,Indore,https://caconnect.icai.org/firmProfile/1561/2,"Audit Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax"
ASHUTOSH KALAMKAR & ASSOCIATES,"Professional City:
                                            Kolhapur
                                            Mumbai
                                            Pune
                                            Sangli
                                            Satara, PUNE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Kolhapur,https://caconnect.icai.org/firmProfile/647/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. ANAND RATANLALJI  NAHAR,"Professional City:
                                            Aurangabad (MH), AURANGABAD (MH), MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Aurangabad (MH),https://caconnect.icai.org/memberProfile/200/1,Audit Book-keeping Business Advisory Corporate Laws and LLP Foreign Trade Goods and Service Tax Indirect Tax MSME Advisory RERA
CA. PRAVEEN KUMAR  RANJAN,"Professional City:
                                            Mumbai, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Mumbai,https://caconnect.icai.org/memberProfile/307/1,Business Advisory Corporate Laws and LLP Foreign Trade International Tax MSME Advisory RERA Startup advisory
CA. DHARMIL RAJENDRA  SHAH,"Professional City:
                                            Mumbai, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Mumbai,https://caconnect.icai.org/memberProfile/518/1,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP Direct Tax Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax MSME Advisory Payroll Services
CA. HIRAM ZUBAIR  SHAIKH,"Professional City:
                                            Mumbai, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Mumbai,https://caconnect.icai.org/memberProfile/849/1,Foreign Trade International Tax
BANSHI JAIN & ASSOCIATES,"Professional City:
                                            Mumbai, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Mumbai,https://caconnect.icai.org/firmProfile/2528/2,Audit Business Advisory Certification Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory Startup advisory Valuation
JAIN VICKY & CO,"Professional City:
                                            Agra
                                            Ahmedabad
                                            Chennai
                                            Delhi
                                            Mumbai
                                            Pune, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Mumbai,https://caconnect.icai.org/firmProfile/143/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Payroll Services Startup advisory
NISHA N HALDANKAR & CO,"Professional City:
                                            Mumbai, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Mumbai,https://caconnect.icai.org/firmProfile/406/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
S Y LODHA AND ASSOCIATES,"Professional City:
                                            Indore
                                            Mumbai, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Mumbai,https://caconnect.icai.org/firmProfile/363/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP FEMA Foreign Trade Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory Valuation"
RATHI RATHI AND CO,"Professional City:
                                            Hyderabad
                                            Hyderabad
                                            HYDERABAD
                                            Mumbai
                                            Pune
                                            THANE, PUNE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Mumbai,https://caconnect.icai.org/firmProfile/3736/2,Audit Book-keeping Certification Corporate Laws and LLP Direct Taxes FEMA Foreign Trade Financial Advisory Forensic Accounting & Investigation Goods and Services Tax Indirect Tax International Tax Payroll Services Startup advisory Valuation Others
VIVEK V JAISWAL & ASSOCIATES,"Professional City:
                                            Mumbai, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Mumbai,https://caconnect.icai.org/firmProfile/278/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
N S GOKHALE & CO,"Professional City:
                                            Bangalore
                                            Chennai
                                            Hyderabad
                                            Mumbai
                                            Nashik
                                            Navi Mumbai
                                            THANE, THANE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Mumbai,https://caconnect.icai.org/firmProfile/2525/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
ASHUTOSH KALAMKAR & ASSOCIATES,"Professional City:
                                            Kolhapur
                                            Mumbai
                                            Pune
                                            Sangli
                                            Satara, PUNE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Mumbai,https://caconnect.icai.org/firmProfile/647/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
G R A N D M A R K & ASSOCIATES LLP,"Professional City:
                                            Ahmedabad
                                            Bangalore
                                            Chandigarh
                                            Delhi
                                            Deoghar
                                            Gurgaon
                                            Hyderabad
                                            Indore
                                            Jaipur
                                            Karnal
                                            Kochi
                                            Kolkata
                                            Ludhiana
                                            Mumbai
                                            Nashik
                                            Panvel
                                            Pune
                                            Raipur
                                            Rohtak
                                            Vijayawada, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Mumbai,https://caconnect.icai.org/firmProfile/560/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
Uttam Abuwala Ghosh & Associates,"Professional City:
                                            Mumbai, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Mumbai,https://caconnect.icai.org/firmProfile/2690/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Taxes FEMA Foreign Trade Forensic Accounting & Investigation Goods and Services Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
DHOKA BOTHRA & CO,"Professional City:
                                            Nagpur, DHAMANGAON RLY, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Nagpur,https://caconnect.icai.org/firmProfile/2343/2,Audit Foreign Trade Goods and Service Tax Indirect Tax
N S GOKHALE & CO,"Professional City:
                                            Bangalore
                                            Chennai
                                            Hyderabad
                                            Mumbai
                                            Nashik
                                            Navi Mumbai
                                            THANE, THANE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Nashik,https://caconnect.icai.org/firmProfile/2525/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
G R A N D M A R K & ASSOCIATES LLP,"Professional City:
                                            Ahmedabad
                                            Bangalore
                                            Chandigarh
                                            Delhi
                                            Deoghar
                                            Gurgaon
                                            Hyderabad
                                            Indore
                                            Jaipur
                                            Karnal
                                            Kochi
                                            Kolkata
                                            Ludhiana
                                            Mumbai
                                            Nashik
                                            Panvel
                                            Pune
                                            Raipur
                                            Rohtak
                                            Vijayawada, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Nashik,https://caconnect.icai.org/firmProfile/560/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
N S GOKHALE & CO,"Professional City:
                                            Bangalore
                                            Chennai
                                            Hyderabad
                                            Mumbai
                                            Nashik
                                            Navi Mumbai
                                            THANE, THANE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Navi Mumbai,https://caconnect.icai.org/firmProfile/2525/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
G R A N D M A R K & ASSOCIATES LLP,"Professional City:
                                            Ahmedabad
                                            Bangalore
                                            Chandigarh
                                            Delhi
                                            Deoghar
                                            Gurgaon
                                            Hyderabad
                                            Indore
                                            Jaipur
                                            Karnal
                                            Kochi
                                            Kolkata
                                            Ludhiana
                                            Mumbai
                                            Nashik
                                            Panvel
                                            Pune
                                            Raipur
                                            Rohtak
                                            Vijayawada, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Panvel,https://caconnect.icai.org/firmProfile/560/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
CA. ABHISHEK JAYANTILAL  JAIN,"Professional City:
                                            Pune, PUNE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Pune,https://caconnect.icai.org/memberProfile/4808/1,Business Advisory Foreign Trade
IRFAN BAGWAN & ASSOCIATES,"Professional City:
                                            Pune, PUNE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Pune,https://caconnect.icai.org/firmProfile/763/2,"Audit Business Advisory Charities, Trust and Not For Profit Foreign Trade Forensic Accounting & Investigation Investment Advisory MSME Advisory RERA Startup advisory"
RATHI RATHI AND CO,"Professional City:
                                            Hyderabad
                                            Hyderabad
                                            HYDERABAD
                                            Mumbai
                                            Pune
                                            THANE, PUNE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Pune,https://caconnect.icai.org/firmProfile/3736/2,Audit Book-keeping Certification Corporate Laws and LLP Direct Taxes FEMA Foreign Trade Financial Advisory Forensic Accounting & Investigation Goods and Services Tax Indirect Tax International Tax Payroll Services Startup advisory Valuation Others
G R A N D M A R K & ASSOCIATES LLP,"Professional City:
                                            Ahmedabad
                                            Bangalore
                                            Chandigarh
                                            Delhi
                                            Deoghar
                                            Gurgaon
                                            Hyderabad
                                            Indore
                                            Jaipur
                                            Karnal
                                            Kochi
                                            Kolkata
                                            Ludhiana
                                            Mumbai
                                            Nashik
                                            Panvel
                                            Pune
                                            Raipur
                                            Rohtak
                                            Vijayawada, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Pune,https://caconnect.icai.org/firmProfile/560/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
ASHUTOSH KALAMKAR & ASSOCIATES,"Professional City:
                                            Kolhapur
                                            Mumbai
                                            Pune
                                            Sangli
                                            Satara, PUNE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Pune,https://caconnect.icai.org/firmProfile/647/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
KHARE DESHMUKH & CO,"Professional City:
                                            PIMPRI
                                            Pune, PUNE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Pune,https://caconnect.icai.org/firmProfile/2232/2,"Audit Book-keeping Certification Charities, Trust and Not For Profit Direct Tax Foreign Trade Goods and Service Tax MSME Advisory"
H P C & ASSOCIATES,"Professional City:
                                            Pune, PUNE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Pune,https://caconnect.icai.org/firmProfile/3714/2,Audit Direct Taxes Foreign Trade Indirect Tax
M M VARMA & CO,"Professional City:
                                            Pune, PUNE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Pune,https://caconnect.icai.org/firmProfile/561/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Startup advisory
JAIN VICKY & CO,"Professional City:
                                            Agra
                                            Ahmedabad
                                            Chennai
                                            Delhi
                                            Mumbai
                                            Pune, MUMBAI, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Pune,https://caconnect.icai.org/firmProfile/143/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Payroll Services Startup advisory
ASHUTOSH KALAMKAR & ASSOCIATES,"Professional City:
                                            Kolhapur
                                            Mumbai
                                            Pune
                                            Sangli
                                            Satara, PUNE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Sangli,https://caconnect.icai.org/firmProfile/647/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
ASHUTOSH KALAMKAR & ASSOCIATES,"Professional City:
                                            Kolhapur
                                            Mumbai
                                            Pune
                                            Sangli
                                            Satara, PUNE, MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Satara,https://caconnect.icai.org/firmProfile/647/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. ANAND RATANLALJI  NAHAR,"Professional City:
                                            Aurangabad (MH), AURANGABAD (MH), MAHARASHTRA,   INDIA, INDIA",Foreign Trade,Maharashtra,Uran,https://caconnect.icai.org/memberProfile/200/1,Audit Book-keeping Business Advisory Corporate Laws and LLP Foreign Trade Goods and Service Tax Indirect Tax MSME Advisory RERA
CA. RAGHAV  NANDA,"Professional City:
                                            Amritsar, AMRITSAR, PUNJAB,   INDIA, INDIA",Foreign Trade,Punjab,Amritsar,https://caconnect.icai.org/memberProfile/1646/1,Foreign Trade Goods and Service Tax
CA. JATINDER  BANSAL,"Professional City:
                                            Bathinda, BHATINDA, PUNJAB,   INDIA, INDIA",Foreign Trade,Punjab,Bathinda,https://caconnect.icai.org/memberProfile/350/1,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
KAPOOR VICKY & ASSOCIATES,"Professional City:
                                            Chandigarh, MOHALI, PUNJAB,   INDIA, INDIA",Foreign Trade,Punjab,Chandigarh,https://caconnect.icai.org/firmProfile/711/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax MSME Advisory Startup advisory Valuation"
