name,location,service,state,city,profile_url,services_offered
SREEKANTH & ASSOCIATES,"Professional City:
                                            Madanapalle, MADANAPALLE, ANDHRA PRADESH,   INDIA, INDIA",FEMA,Andhra Pradesh,Madanapalle,https://caconnect.icai.org/firmProfile/99/2,Audit Book-keeping Certification Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax RERA
S L N SAI & ASSOCIATES,"Professional City:
                                            Guntur
                                            Hyderabad
                                            Macherla
                                            Narasaraopet
                                            Vijayawada, MACHERLA, ANDHRA PRADESH,   INDIA, INDIA",FEMA,Andhra Pradesh,Narasaraopet,https://caconnect.icai.org/firmProfile/342/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M V VIJAYA KUMAR & CO,"Professional City:
                                            Ongole, ONGOLE, ANDHRA PRADESH,   INDIA, INDIA",FEMA,Andhra Pradesh,Ongole,https://caconnect.icai.org/firmProfile/423/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Payroll Services Startup advisory"
VUTLAPALLI & ASSOCIATES,"Professional City:
                                            Ongole, ONGOLE, ANDHRA PRADESH,   INDIA, INDIA",FEMA,Andhra Pradesh,Ongole,https://caconnect.icai.org/firmProfile/228/2,Audit Book-keeping Certification Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Indirect Tax MSME Advisory Payroll Services RERA Startup advisory Valuation
MEDISETTI & CO,"Professional City:
                                            Rajahmundry, RAJAMAHENDRAVARAM, ANDHRA PRADESH,   INDIA, INDIA",FEMA,Andhra Pradesh,Rajahmundry,https://caconnect.icai.org/firmProfile/537/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax MSME Advisory RERA"
P S NAGARAJU & CO,"Professional City:
                                            Hyderabad
                                            Kurnool
                                            Vijayawada, HYDERABAD, ANDHRA PRADESH,   INDIA, INDIA",FEMA,Andhra Pradesh,Vijayawada,https://caconnect.icai.org/firmProfile/3/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory"
S L N SAI & ASSOCIATES,"Professional City:
                                            Guntur
                                            Hyderabad
                                            Macherla
                                            Narasaraopet
                                            Vijayawada, MACHERLA, ANDHRA PRADESH,   INDIA, INDIA",FEMA,Andhra Pradesh,Vijayawada,https://caconnect.icai.org/firmProfile/342/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. VAMSI RAJESH AJJARAPU,"Professional City:
                                            Visakhapatnam, VISAKHAPATNAM, ANDHRA PRADESH,   INDIA, INDIA",FEMA,Andhra Pradesh,Visakhapatnam,https://caconnect.icai.org/memberProfile/3432/1,FEMA Goods and Services Tax
DHULIPALA VISWANAD AND ASSOCIATES,"Professional City:
                                            Bangalore
                                            HYDERABAD
                                            Visakhapatnam, TADEPALLIGUDEM, ANDHRA PRADESH,   INDIA, INDIA",FEMA,Andhra Pradesh,Visakhapatnam,https://caconnect.icai.org/firmProfile/3495/2,"Audit Business Advisory Charities, Trust and Not For Profit Direct Taxes FEMA Goods and Services Tax"
ABHISHEK AGARWAL & CO,"Professional City:
                                            Guwahati, GUWAHATI, ASSAM,   INDIA, INDIA",FEMA,Assam,Guwahati,https://caconnect.icai.org/firmProfile/22/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Investment Advisory MSME Advisory Payroll Services Startup advisory Valuation"
CA. SANDEEP  JHA,"Professional City:
                                            Darbhanga, DARBHANGA, BIHAR,   INDIA, INDIA",International Tax,Bihar,Darbhanga,https://caconnect.icai.org/memberProfile/424/1,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax MSME Advisory Payroll Services RERA Startup advisory Valuation"
SANGITA GUPTA & ASSOCIATES,"Professional City:
                                            Ambala
                                            Bokaro Steel City
                                            Delhi
                                            Patna, PATNA, BIHAR,   INDIA, INDIA",International Tax,Bihar,Patna,https://caconnect.icai.org/firmProfile/269/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Indirect Tax International Tax MSME Advisory Payroll Services RERA Startup advisory Valuation"
NARINDER SHARMA & ASSOCIATES,"Professional City:
                                            Chandigarh, CHANDIGARH, CHANDIGARH,   INDIA, INDIA",International Tax,Chandigarh,Chandigarh,https://caconnect.icai.org/firmProfile/324/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax RERA Startup advisory Valuation"
VINOD K AGARWAL & ASSOCIATES,"Professional City:
                                            DURG
                                            Durg-Bhilai Nagar, DURG, CHHATTISGARH,   INDIA, INDIA",International Tax,Chhattisgarh,Durg-Bhilai Nagar,https://caconnect.icai.org/firmProfile/1738/2,Corporate Laws and LLP Goods and Service Tax International Tax Valuation
Shikha Rakhecha & CO,"Professional City:
                                            Raipur, DHAMTARI, CHHATTISGARH,   INDIA, INDIA",International Tax,Chhattisgarh,Raipur,https://caconnect.icai.org/firmProfile/1060/2,International Tax RERA
P S A C & ASSOCIATES,"Professional City:
                                            Raipur, BHILAI, CHHATTISGARH,   INDIA, INDIA",International Tax,Chhattisgarh,Raipur,https://caconnect.icai.org/firmProfile/3780/2,"Arbitration Audit Book-keeping Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Taxes FEMA Foreign Trade Forensic Accounting & Investigation Goods and Services Tax Indirect Tax International Tax Valuation"
SHRUTI BAJAJ & ASSOCIATES,"Professional City:
                                            Raipur, RAIPUR, CHHATTISGARH,   INDIA, INDIA",International Tax,Chhattisgarh,Raipur,https://caconnect.icai.org/firmProfile/2581/2,Direct Taxes International Tax
CA. CHINU  BHASIN,"Professional City:
                                            Delhi, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/memberProfile/3337/1,Direct Taxes International Tax
CA. GOEL VIJAY KUMAR,"Professional City:
                                            Delhi, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/memberProfile/2527/1,Business Advisory International Tax
CA. RAHUL  JINDAL,"Professional City:
                                            NEW DELHI, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/memberProfile/869/1,Audit International Tax
CA. FAISAL  KHAN,"Professional City:
                                            Delhi, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/memberProfile/3250/1,Direct Taxes International Tax
CA. VINAY KUMAR  SINGHAL,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/memberProfile/236/1,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. PARAS  BANSAL,"Professional City:
                                            NEW DELHI, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/memberProfile/4456/1,Goods and Services Tax International Tax
CA. DEEPAK  KAKKAR,"Professional City:
                                            NEW DELHI, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/memberProfile/2120/1,Direct Tax International Tax
CA. VIKAS  AGGARWAL,"Professional City:
                                            Delhi, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/memberProfile/471/1,"Audit Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. ANUJ  ARYA,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/memberProfile/543/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
AJAY RATTAN & CO,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/382/2,Audit Book-keeping Cloud Accounting Direct Tax FEMA Goods and Service Tax Inbound / Outbound Services International Tax
TARUN KANDHARI & CO LLP,"Professional City:
                                            Ahmedabad
                                            Bangalore
                                            Chandigarh
                                            Chandigarh
                                            Chennai
                                            Chennai
                                            Cuttack
                                            Delhi
                                            Faridabad
                                            FIROZABAD
                                            Kolkata
                                            Mumbai, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2698/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Taxes FEMA Foreign Trade Goods and Services Tax Indirect Tax International Tax MSME Advisory Payroll Services Startup advisory Valuation"
S S S G & ASSOCIATES,"Professional City:
                                            Delhi, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/789/2,Audit Book-keeping Certification Goods and Service Tax Information Technology Services International Tax
AMAN SATISH AND COMPANY,"Professional City:
                                            Delhi, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2482/2,Direct Taxes International Tax
SURI & SUDHIR,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2370/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Direct Tax FEMA Goods and Service Tax International Tax"
A S A P & ASSOCIATES LLP,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/94/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax International Tax MSME Advisory"
PANKAJ K SHARMA & CO,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/113/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP FEMA Indirect Tax Information Technology Services International Tax MSME Advisory Payroll Services Startup advisory"
J K D S AND COMPANY,"Professional City:
                                            NEW DELHI
                                            NOIDA, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/3287/2,Corporate Laws and LLP Direct Taxes Goods and Services Tax International Tax
GOPAL CHOPRA & ASSOCIATES,"Professional City:
                                            NEW DELHI, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1150/2,Audit Business Advisory Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Inbound / Outbound Services International Tax
S R P B & ASSOCIATES,"Professional City:
                                            Delhi
                                            Gurgaon, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2392/2,Direct Tax FEMA Inbound / Outbound Services International Tax
AGRAWAL AYUSH & COMPANY,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/190/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax"
LUTHRA & LUTHRA LLP,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2395/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP FEMA Indirect Tax Insolvency International Tax Payroll Services Startup advisory"
MUKESH RAJ & CO,"Professional City:
                                            Chandigarh
                                            Delhi
                                            Gurgaon
                                            GURUGRAM
                                            Lucknow
                                            NOIDA, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1886/2,Audit Business Advisory Certification Cloud Accounting Corporate Laws and LLP Forensic Accounting & Investigation International Tax Payroll Services Startup advisory Valuation
AMIT R KUMAR & CO,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2873/2,Goods and Services Tax International Tax
GUPTA NEHA & CO,"Professional City:
                                            NEW DELHI, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2371/2,Direct Tax International Tax
MANISH I KUMAR & ASSOCIATES,"Professional City:
                                            Delhi, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/362/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
K JINDAL & ASSOCIATES,"Professional City:
                                            GURUGRAM
                                            NEW DELHI
                                            NOIDA, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1464/2,"Audit Business Advisory Charities, Trust and Not For Profit Direct Tax FEMA International Tax"
S M A Y & COMPANY,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2719/2,"Audit Book-keeping Charities, Trust and Not For Profit Direct Taxes Goods and Services Tax Indirect Tax International Tax Startup advisory"
CHAUDHRY & ASSOCIATES,"Professional City:
                                            Delhi, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/426/2,FEMA International Tax
JAIKUMAR TEJWANI & CO LLP,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2367/2,Business Advisory Certification Corporate Laws and LLP Direct Tax FEMA International Tax Payroll Services Startup advisory
S R A T & ASSOCIATES,"Professional City:
                                            Delhi, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/4425/2,Audit Direct Taxes Goods and Services Tax ICFR audit Internal Controls International Tax
LUNAWAT & CO,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/918/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory Startup advisory Valuation"
SUSHIL SINGH & ASSOCIATES,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2855/2,Direct Taxes Goods and Services Tax International Tax Startup advisory
K N A ASSOCIATES,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1778/2,"Audit Business Advisory Charities, Trust and Not For Profit Direct Tax FEMA Goods and Service Tax International Tax Payroll Services"
M N R S & ASSOCIATES,"Professional City:
                                            NEW DELHI, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2451/2,Audit Certification Direct Tax FEMA Forensic Accounting & Investigation International Tax
KRISHAN KARAN & ASSOCIATES,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1015/2,Audit Certification Direct Tax International Tax
R TALWAR & ASSOCIATES,"Professional City:
                                            Delhi, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/511/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory"
HARSH BANSAL & CO,"Professional City:
                                            Delhi, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/4105/2,Direct Taxes International Tax
P R P A & COMPANY LLP,"Professional City:
                                            Delhi, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2522/2,"Audit Book-keeping Business Advisory Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax"
O P BAGLA & CO LLP,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1676/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Payroll Services Startup advisory Valuation"
R S P H & ASSOCIATES,"Professional City:
                                            Indore
                                            Jalandhar
                                            Nashik
                                            Navi Mumbai
                                            NEW DELHI
                                            Ujjain
                                            Vadodara, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2102/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
P V A R & ASSOCIATES,"Professional City:
                                            Delhi
                                            Durg-Bhilai Nagar
                                            Golaghat
                                            Jaipur, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1040/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax MSME Advisory RERA Startup advisory"
LALIT RAKESH & ASSOCIATES,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/919/2,Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Indirect Tax International Tax
Satish Singh & Co,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/4144/2,Goods and Services Tax International Tax
MUKESH KOHLI & CO,"Professional City:
                                            NEW DELHI, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1849/2,Direct Tax International Tax
SADRE ALAM & ASSOCIATES,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/304/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Payroll Services"
V M C A & ASSOCIATES,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1099/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
R S M V & ASSOCIATES,"Professional City:
                                            NEW DELHI, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2048/2,Audit Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax Startup advisory
GUPTA GOEL & COMPANY,"Professional City:
                                            Nagpur
                                            NEW DELHI, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2208/2,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax International Tax
DEEPAK GULATI & ASSOCIATES,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/229/2,"Arbitration Audit Book-keeping Business Advisory Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Startup advisory Valuation"
V KUMAR & S KUMAR,"Professional City:
                                            NEW DELHI, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1540/2,Audit Business Advisory International Tax MSME Advisory
MOHIT VIJAY AND ASSOCIATES,"Professional City:
                                            Delhi, NEW DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/4270/2,International Tax MSME Advisory Startup advisory Valuation
D R R & CO,"Professional City:
                                            Delhi, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2991/2,FEMA International Tax
P B N A & ASSOCIATES,"Professional City:
                                            Bangalore
                                            Delhi
                                            Mumbai
                                            NOIDA
                                            Visakhapatnam, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/596/2,Audit Book-keeping Business Advisory Goods and Service Tax Inbound / Outbound Services International Tax Payroll Services Startup advisory Valuation
GUPTA ANKIT & CO,"Professional City:
                                            Delhi
                                            Guwahati
                                            Mumbai
                                            NOIDA, DELHI, DELHI,   INDIA, INDIA",International Tax,Delhi,Delhi,https://caconnect.icai.org/firmProfile/3039/2,"Audit Book-keeping Charities, Trust and Not For Profit FEMA Forensic Accounting & Investigation Goods and Services Tax Insolvency International Tax"
CA. KEYUR PANKAJ  PAREKH,"Professional City:
                                            Ahmedabad, AHMEDABAD, GUJARAT,   INDIA, INDIA",International Tax,Gujarat,Ahmedabad,https://caconnect.icai.org/memberProfile/2426/1,Audit International Tax
CA. ASHISH NARENDRABHAI  BODA,"Professional City:
                                            Ahmedabad, AMRELI, GUJARAT,   INDIA, INDIA",International Tax,Gujarat,Ahmedabad,https://caconnect.icai.org/memberProfile/423/1,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. VISHALKUMAR UMESHBHAI  PALA,"Professional City:
                                            Ahmedabad, AHMEDABAD, GUJARAT,   INDIA, INDIA",International Tax,Gujarat,Ahmedabad,https://caconnect.icai.org/memberProfile/447/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory"
CA. SATISH PARMANANDBHAI  JETHVANI,"Professional City:
                                            Ahmedabad, AHMEDABAD, GUJARAT,   INDIA, INDIA",International Tax,Gujarat,Ahmedabad,https://caconnect.icai.org/memberProfile/633/1,Direct Tax International Tax
CA. HARDIK SHIVKUMAR  MEHTA,"Professional City:
                                            Ahmedabad, AHMEDABAD, GUJARAT,   INDIA, INDIA",International Tax,Gujarat,Ahmedabad,https://caconnect.icai.org/memberProfile/4618/1,Direct Taxes International Tax
CA. KAPIL RAJKUMAR  TALREJA,"Professional City:
                                            Ahmedabad, AHMEDABAD, GUJARAT,   INDIA, INDIA",International Tax,Gujarat,Ahmedabad,https://caconnect.icai.org/memberProfile/4640/1,FEMA International Tax
CA. PARIN HARESHBHAI  PATWARI,"Professional City:
                                            Ahmedabad, AHMEDABAD, GUJARAT,   INDIA, INDIA",International Tax,Gujarat,Ahmedabad,https://caconnect.icai.org/memberProfile/2913/1,International Tax Startup advisory
CA. AVINASH ASHOK  BHATIA,"Professional City:
                                            Ahmedabad, AHMEDABAD, GUJARAT,   INDIA, INDIA",International Tax,Gujarat,Ahmedabad,https://caconnect.icai.org/memberProfile/3642/1,FEMA International Tax
CA. AKSHAY PRAKASHCHANDRA  DAVE,"Professional City:
                                            Ahmedabad, VADODARA, GUJARAT,   INDIA, INDIA",International Tax,Gujarat,Ahmedabad,https://caconnect.icai.org/memberProfile/813/1,Direct Tax International Tax
CA. DEEPA  MANDHYAN,"Professional City:
                                            Ahmedabad, AHMEDABAD, GUJARAT,   INDIA, INDIA",International Tax,Gujarat,Ahmedabad,https://caconnect.icai.org/memberProfile/3188/1,Cloud Accounting International Tax
CA. JAGDISHKUMAR MOHANBHAI  PATEL,"Professional City:
                                            Ahmedabad, AHMEDABAD, GUJARAT,   INDIA, INDIA",International Tax,Gujarat,Ahmedabad,https://caconnect.icai.org/memberProfile/336/1,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. CHINTANKUMAR PRAVINCHANDRA  SHAH,"Professional City:
                                            Ahmedabad, AHMEDABAD, GUJARAT,   INDIA, INDIA",International Tax,Gujarat,Ahmedabad,https://caconnect.icai.org/memberProfile/920/1,Corporate Laws and LLP International Tax
CA. JIGNESH UPENDRABHAI  OZA,"Professional City:
                                            Ahmedabad, AHMEDABAD, GUJARAT,   INDIA, INDIA",International Tax,Gujarat,Ahmedabad,https://caconnect.icai.org/memberProfile/196/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax Payroll Services RERA Valuation"
